text,offensive,cleaned_text
@FcToto ich glaube wirklich das nur ein mitgliederentscheid die partei wieder zusammenbringt.,0,@USER ich glaube wirklich das nur ein mitgliederentscheid die partei wieder zusammenbringt.
Ach ja fast vergessen... |LBR| Toony ist ein Hurensohn,1,Ach ja fast vergessen... Toony ist ein Hurensohn
@SturmDaniel Es geht um die Wiederwahl von @MartinSchulz. First things first.,0,@USER Es geht um die Wiederwahl von @USER. First things first.
@ReStyle1991 Kann sich nur noch um gramm handeln,1,@USER Kann sich nur noch um gramm handeln
"Es ist ekelhaft mit anzusehen, wie Merkel den Kirchentag als Bühne nutzt, um ihre MACHT zu erhalten, um so Dtl./EU an die Wand zu fahren 😜",1,"Es ist ekelhaft mit anzusehen, wie Merkel den Kirchentag als Bühne nutzt, um ihre MACHT zu erhalten, um so Dtl./EU an die Wand zu fahren 😜"
"Wenn Gauck v. DEMOKRATIE in der BRD spricht, ist es so, als würde  ein fetter, satter Pope dem Hungrigen die Vorteile des Fastens erklärt 😜",0,"Wenn Gauck v. DEMOKRATIE in der BRD spricht, ist es so, als würde ein fetter, satter Pope dem Hungrigen die Vorteile des Fastens erklärt 😜"
"@von_Steiner Kein Problem Fritz, der Putin hat an allem Schuld 😜, warum nicht auch an Deiner schlechten Laune 😂😂😂 (ich weiß, blöder Tweet) 😜",0,"@USER Kein Problem Fritz, der Putin hat an allem Schuld 😜, warum nicht auch an Deiner schlechten Laune 😂😂😂 (ich weiß, blöder Tweet) 😜"
@RudolfStroheim @_jhurn @MonikaAtombusen Frankfurt muss zurück erobert werden,1,@USER @USER @USER Frankfurt muss zurück erobert werden
@ndaktuell @dieLinke Die Caritativen Einrichtungen sind mir jetzt sowas von scheissegal! Habe Austritt aus der Kirch beantragt.!!!!!!!!,1,@USER @USER Die Caritativen Einrichtungen sind mir jetzt sowas von scheissegal! Habe Austritt aus der Kirch beantragt.!!!!!!!!
"@Martin28a Es geht darum, dass die Landesregierung behauptet, die Asylleistungen hätten eine Sog-Wirkung und darum würden sie Sachleistungen prüfen.",0,"@USER Es geht darum, dass die Landesregierung behauptet, die Asylleistungen hätten eine Sog-Wirkung und darum würden sie Sachleistungen prüfen."
@anna_IIna Die Kölner....wissen einfach nicht wie es geht...,0,@USER Die Kölner....wissen einfach nicht wie es geht...
Warum können manche Menschen nicht über den Tellerrand hinausschauen?Sie leben in ihrer Welt der Tageszeitung und den alt etablierten Medien,0,Warum können manche Menschen nicht über den Tellerrand hinausschauen?Sie leben in ihrer Welt der Tageszeitung und den alt etablierten Medien
"@Wookie_In_Crime Wir erleben seit dem letzten Jahr eine Zunahme rassisitischer Diskurse. Diese Diskurse haben sich mittlerweile in der ""Mitte"" der Gesellschaft etabliert. In diesem Klima Angst um einen inflationären Rassismus Begriff zu haben, erscheint uns ein bisschen Fremd.",0,"@USER Wir erleben seit dem letzten Jahr eine Zunahme rassisitischer Diskurse. Diese Diskurse haben sich mittlerweile in der ""Mitte"" der Gesellschaft etabliert. In diesem Klima Angst um einen inflationären Rassismus Begriff zu haben, erscheint uns ein bisschen Fremd."
@BSchweinsteiger @AnaIvanovic Der himmlische Segen wird ihnen zuTeil,0,@USER @USER Der himmlische Segen wird ihnen zuTeil
"Bin froh,dass ich die Ukrainer in guten&amp;schlechteren Tagen unterstützen kann.Für uns alle.In Europa. @ua_parliament @Hromadske @EuromaidanPR",0,"Bin froh,dass ich die Ukrainer in guten&amp;schlechteren Tagen unterstützen kann.Für uns alle.In Europa. @USER @USER @USER"
@kein_gutmensch @focusonline Ich bin für einen Tausch....her mit den Migranten und raus mit den Grünen,0,@USER @USER Ich bin für einen Tausch....her mit den Migranten und raus mit den Grünen
"""Die ändern sich ja sowieso nicht"" Grenzenlos peinliche Antwort der SPD- Abgeordneten Yücsel auf #AfD Wunsch zur Zwischenfrage |LBR| #Altersbestimmung |LBR| #Bundestag |LBR| #Phoenix",0,"""Die ändern sich ja sowieso nicht"" Grenzenlos peinliche Antwort der SPD- Abgeordneten Yücsel auf #AfD Wunsch zur Zwischenfrage #Altersbestimmung #Bundestag #Phoenix"
"@AfD_Support Wer sich selbst in Gefahr begibt,kommt darin um!",0,"@USER Wer sich selbst in Gefahr begibt,kommt darin um!"
"Wieso fällt #Antisemitismus &amp; antisemitische Straftaten von #Muslimen in #Deutschland in die #PMKrechts? Wieso will man uns #Juden entmündigen &amp; uns so sehr einreden, dass der #Judenhass der antisemitischen #Muslime kaum erwähnenswert ist? Damit unterstützt man doch nur die #AfD.",0,"Wieso fällt #Antisemitismus &amp; antisemitische Straftaten von #Muslimen in #Deutschland in die #PMKrechts? Wieso will man uns #Juden entmündigen &amp; uns so sehr einreden, dass der #Judenhass der antisemitischen #Muslime kaum erwähnenswert ist? Damit unterstützt man doch nur die #AfD."
"@DrDavidBerger David, die Grippewelle hat Sie doch nicht erreicht, oder??? 😜",0,"@USER David, die Grippewelle hat Sie doch nicht erreicht, oder??? 😜"
@SteinbachErika Was für eine häßliche Kröte...und der Bulgarireif entstellt sie noch mehr...😃😃,1,@USER Was für eine häßliche Kröte...und der Bulgarireif entstellt sie noch mehr...😃😃
"@Karl_Lauterbach Karl, kümmere dich um deine Partei. Gibt jeweils genug zu tun, damit es irgendwann eine Alternative zur #SchwarzenAmpel gibt @Karl_Lauterbach",0,"@USER Karl, kümmere dich um deine Partei. Gibt jeweils genug zu tun, damit es irgendwann eine Alternative zur #SchwarzenAmpel gibt @USER"
"@tagesschau Warum schreibt ihr Merkel Vasallen nicht mal die Wahrheit über Merkels Verbrech? Ach ja, dann seid ihr ja Arbeitslos!!!",1,"@USER Warum schreibt ihr Merkel Vasallen nicht mal die Wahrheit über Merkels Verbrech? Ach ja, dann seid ihr ja Arbeitslos!!!"
"#btw17 #MSM- &amp; #Polit-Kriminelle befeuern derweil d Hass auf d #AFD mit #Hatespeech wie ""Die demokratischen Parteien müssen zusammenstehen""",1,"#btw17 #MSM- &amp; #Polit-Kriminelle befeuern derweil d Hass auf d #AFD mit #Hatespeech wie ""Die demokratischen Parteien müssen zusammenstehen"""
Gestern Abend in Malente gute Diskussion mit Mitgliedern der SPD Ostholstein.,0,Gestern Abend in Malente gute Diskussion mit Mitgliedern der SPD Ostholstein.
"Früher hieß es, #Deutschland das Land der #Dichter und #Denker. Heute heißt es, Deutschland das Land der #Duckmäuser und ja Sager.",0,"Früher hieß es, #Deutschland das Land der #Dichter und #Denker. Heute heißt es, Deutschland das Land der #Duckmäuser und ja Sager."
@Einzelfallinfos Lösung in Sicht...Ticket verteuern und Sicherheitspersonal in die Busse...mit Schlagstöcken!,1,@USER Lösung in Sicht...Ticket verteuern und Sicherheitspersonal in die Busse...mit Schlagstöcken!
"@wurmreiter @_le_sim_ @BernhardWasel @welt Sie sind der einzige Diskussionspartner, der hier seine Gegenüber permanent primitiv beleidigt. Und wieso muss ich mir im Bezug auf den #Holocaust, der damit verknüpften Familiengeschichte &amp; den DEUTSCHEN Tätern, die davon kamen, Beleidigungen, wie »Heulsuse«, gefallen lassen?",0,"@USER @USER @USER @USER Sie sind der einzige Diskussionspartner, der hier seine Gegenüber permanent primitiv beleidigt. Und wieso muss ich mir im Bezug auf den #Holocaust, der damit verknüpften Familiengeschichte &amp; den DEUTSCHEN Tätern, die davon kamen, Beleidigungen, wie »Heulsuse«, gefallen lassen?"
Will nen Asiaten aus meiner klasse bei tellonym beleidigen gebt mal vorschlag,1,Will nen Asiaten aus meiner klasse bei tellonym beleidigen gebt mal vorschlag
@AndreaSchlegel3 Mit Volksverrätern und Linken Gewalttätern lebt jedes Europäische Land !ABER MAN DARF SICH NICHT DAVON REGIEREN LASSEN !!#GrueneVersenken,1,@USER Mit Volksverrätern und Linken Gewalttätern lebt jedes Europäische Land !ABER MAN DARF SICH NICHT DAVON REGIEREN LASSEN !!#GrueneVersenken
@66Freedom66 Ja was war das denn ??? Ne Sugarmama ohne Schulabschluß ?? Oder watt?? Wie schafft man sich denn in so eine irre Dimension !! Nehmen die alle Crystall wie der schwule Beck oder wie ??,1,@USER Ja was war das denn ??? Ne Sugarmama ohne Schulabschluß ?? Oder watt?? Wie schafft man sich denn in so eine irre Dimension !! Nehmen die alle Crystall wie der schwule Beck oder wie ??
@stfries @AuswaertigesAmt Vielleicht kann ja ein @WDR Faktencheck weiter helfen,0,@USER @USER Vielleicht kann ja ein @USER Faktencheck weiter helfen
@politikstube |LBR| So einem Abgeordneten möchte ich höchstpersönlich *zensiert*! 😨😤,1,@USER So einem Abgeordneten möchte ich höchstpersönlich *zensiert*! 😨😤
@McCrushi @66Freedom66 @buddhine1970 Vorfreude ist die schönste Freude!,0,@USER @USER @USER Vorfreude ist die schönste Freude!
"@MiriamOzen Grüne und Linke beim ertrinken, sollen sie absaufen....nur die @SWagenknecht kriegt ein Rettungsring...😃 |LBR| Eines ist Fakt...@katjakipping ...lieber AfD als Linke..!!",1,"@USER Grüne und Linke beim ertrinken, sollen sie absaufen....nur die @USER kriegt ein Rettungsring...😃 Eines ist Fakt...@USER ...lieber AfD als Linke..!!"
#Synode gibt #Bischof Ring großen Spielraum im Ökumenischen Dialog mit der Mar Thoma Kirche - #Ökumene #aksynode16 #altkatholisch,0,#Synode gibt #Bischof Ring großen Spielraum im Ökumenischen Dialog mit der Mar Thoma Kirche - #Ökumene #aksynode16 #altkatholisch
@paddema @mqua Der hat Zuviele Bälle an den Kopf gekriegt.,1,@USER @USER Der hat Zuviele Bälle an den Kopf gekriegt.
"Wenn Merkel u. ihre Speichellecker über Demokratie sprechen ist es in etwa so, als wenn der ""1000-Jährige"" über Frieden sprach &gt; HINTERLIST😜",1,"Wenn Merkel u. ihre Speichellecker über Demokratie sprechen ist es in etwa so, als wenn der ""1000-Jährige"" über Frieden sprach &gt; HINTERLIST😜"
"@L7250402 @RGutmensch Primitiv? Gucken Sie sich doch an, was Sie retweeten. Und ja: Das sind wir tatsächlich, noch einfacher verständlich können wir es nicht erklären, wenn die Rezeptionsfähigkeiten beim Empfänger nicht ausreichen, sind uns da dann natürliche Grenzen gesetzt. 👋",0,"@USER @USER Primitiv? Gucken Sie sich doch an, was Sie retweeten. Und ja: Das sind wir tatsächlich, noch einfacher verständlich können wir es nicht erklären, wenn die Rezeptionsfähigkeiten beim Empfänger nicht ausreichen, sind uns da dann natürliche Grenzen gesetzt. 👋"
"@S_Muenzenmaier 6000€ für Rückreise, 10000€ für die Opfer des islamistischen Terrors wobei Die Taxikosten zur Gedenkfeier schon eingerechnet sind .Was für eine Relation!Als Deutscher muss man sich schämen ,aber in diesem Land gibt es nur wenige wahre Deutsch!",0,"@USER 6000€ für Rückreise, 10000€ für die Opfer des islamistischen Terrors wobei Die Taxikosten zur Gedenkfeier schon eingerechnet sind .Was für eine Relation!Als Deutscher muss man sich schämen ,aber in diesem Land gibt es nur wenige wahre Deutsch!"
"Die CSU bezeichnet es als Erfolg, dass jedes Jahr Hunderttausende Muslimische Invasoren in unser Land strömen diese CSU nicht mehr wählbar",1,"Die CSU bezeichnet es als Erfolg, dass jedes Jahr Hunderttausende Muslimische Invasoren in unser Land strömen diese CSU nicht mehr wählbar"
"@OSchorsche @ErnstvAll Arrogant??? Nöööö, pfiffig - wir sind eben ihr ""Personal"" 😜",0,"@USER @USER Arrogant??? Nöööö, pfiffig - wir sind eben ihr ""Personal"" 😜"
"@chvoyage @SusiAnsujali ne. das mache ich nicht. und bitte unterscheiden sie zw. rechts, rechtspopulistisch, rechtsextrem, usw. wenn es links gibt, gibt es auch rechts.",0,"@USER @USER ne. das mache ich nicht. und bitte unterscheiden sie zw. rechts, rechtspopulistisch, rechtsextrem, usw. wenn es links gibt, gibt es auch rechts."
"Mir geht auf den Nerv das immer noch differenziert wird ! Fakt ist doch wohl, jeder Islamist=Moslem und jeder Moslem=Islamist !! Punkt",1,"Mir geht auf den Nerv das immer noch differenziert wird ! Fakt ist doch wohl, jeder Islamist=Moslem und jeder Moslem=Islamist !! Punkt"
"Warum beklagen sich alle darüber, dass die SPD ihren Kurs verloren hat? |LBR| Dank Sigmar Gabriel ist sie doch ganz klar antiisraelisch.",0,"Warum beklagen sich alle darüber, dass die SPD ihren Kurs verloren hat? Dank Sigmar Gabriel ist sie doch ganz klar antiisraelisch."
@Junge_Freiheit @krippmarie Glaubt nicht was sie erzählen....glaubt erst recht nicht was sie schreiben..!,0,@USER @USER Glaubt nicht was sie erzählen....glaubt erst recht nicht was sie schreiben..!
@VormaerzV2 @UliWatcher @tagesschau So lange es nicht eine Partei ist die Merkel unterstützt ist das ok👍,0,@USER @USER @USER So lange es nicht eine Partei ist die Merkel unterstützt ist das ok👍
"@Platiniumray Sicher doch und es würde besser gehen, wenn 100TSD Mecklenburger Kühe das politische Berlin zuscheißen würden 😜",1,"@USER Sicher doch und es würde besser gehen, wenn 100TSD Mecklenburger Kühe das politische Berlin zuscheißen würden 😜"
@Michael_Huebner Gern geschehen. Die Wähler waren schon damals klüger als manche SPD-Funktionäre 😇,0,@USER Gern geschehen. Die Wähler waren schon damals klüger als manche SPD-Funktionäre 😇
@merretz @krippmarie Und dann vorm Brandenburger Tor....das ist pure Provokation. |LBR| Mich ärgert es nur das niemand aufbegehrt.,0,@USER @USER Und dann vorm Brandenburger Tor....das ist pure Provokation. Mich ärgert es nur das niemand aufbegehrt.
@ainyrockstar Helene Fischer ist wie Bumsen mit Kondom.... Macht einfach kein Spaß :-),1,@USER Helene Fischer ist wie Bumsen mit Kondom.... Macht einfach kein Spaß :-)
Die BM in kurd. Gebieten werden mit der Flüchtlingsbetreuung von der Regierung und den westlichen Gemeinden alleingelassen.,0,Die BM in kurd. Gebieten werden mit der Flüchtlingsbetreuung von der Regierung und den westlichen Gemeinden alleingelassen.
@MalteKaufmann @krippmarie SPD Linken Grünen....ist immer noch zu viel...! |LBR| Ich steh für christlich demokratisch mit viel Brise Nationalstolz....!!! |LBR| Kann aber sein das uns irgendwann CDU mit sonstigen regiert....,0,@USER @USER SPD Linken Grünen....ist immer noch zu viel...! Ich steh für christlich demokratisch mit viel Brise Nationalstolz....!!! Kann aber sein das uns irgendwann CDU mit sonstigen regiert....
Dieses heuchlerische Weib ! Angela Merkel ist für mich die personifizierte Straftat ! Aber Islamkritiker gehen in den Knast !,1,Dieses heuchlerische Weib ! Angela Merkel ist für mich die personifizierte Straftat ! Aber Islamkritiker gehen in den Knast !
nach vielen terminen jetzt in der 4. sitzung des hauptausschusses.,0,nach vielen terminen jetzt in der 4. sitzung des hauptausschusses.
"Meine Fresse, soll das jetzt den ganzen Monat so gehen das der Angekratzte aus Altena die MSMedien belegt ??? Die sollten lieber von den Toten und Verletzten der täglichen, mind. 10 Attacken von Moslems auf DEUTSCHE berichten und nicht von einer Politpupe !!",1,"Meine Fresse, soll das jetzt den ganzen Monat so gehen das der Angekratzte aus Altena die MSMedien belegt ??? Die sollten lieber von den Toten und Verletzten der täglichen, mind. 10 Attacken von Moslems auf DEUTSCHE berichten und nicht von einer Politpupe !!"
@Beatrix_vStorch @krippmarie Beatrix hau rein....dafür wurdest du/ihr von uns gewählt |LBR| Ihr habt 4jahre Zeit gutes zu bewirken..!,0,@USER @USER Beatrix hau rein....dafür wurdest du/ihr von uns gewählt Ihr habt 4jahre Zeit gutes zu bewirken..!
"Erinnert ihr euch an unser CSD-Motto? Es lautet ""Mehrheit für Vielfalt: Du hast die Wahl."" Heute ist es soweit. Also: #gehwaehlen #btw13 ^ml",0,"Erinnert ihr euch an unser CSD-Motto? Es lautet ""Mehrheit für Vielfalt: Du hast die Wahl."" Heute ist es soweit. Also: #gehwaehlen #btw13 ^ml"
@ibikus31 @Heinrich_Krug Genau...und wir haben zu viele Arschlöcher..!,1,@USER @USER Genau...und wir haben zu viele Arschlöcher..!
@DerLiuhvan @OrsolaSusan Man vergleiche einfach die Bildungsabschlüsse. |LBR| Einfach und sachlich...,0,@USER @USER Man vergleiche einfach die Bildungsabschlüsse. Einfach und sachlich...
"Bitten wir doch die Afrikaner, nicht zu kommen. Wer der Bitte nicht |LBR| entspricht hat generell keine Einreisechance.",0,"Bitten wir doch die Afrikaner, nicht zu kommen. Wer der Bitte nicht entspricht hat generell keine Einreisechance."
#Wirtschaftsflüchtlinge kommen wie Heuschrecken über #Europa ( #Deutschland) ihr habt es in eurem Land zu nichts gebracht und werdet es auch in unserem Land zu nichts bringen. Ihr seid hier nicht willkommen.,1,#Wirtschaftsflüchtlinge kommen wie Heuschrecken über #Europa ( #Deutschland) ihr habt es in eurem Land zu nichts gebracht und werdet es auch in unserem Land zu nichts bringen. Ihr seid hier nicht willkommen.
"@ModonaiGoldberg Hass und Hetze gegen Weiße in SA ist Alltag. Wie gesagt, in den MSN wird man dazu  nichts finden. |LBR| Mein Tweet richtet sich gegen die #Doppelmoral der armen Minderheiten, die weltweit gerade zur Mehrheit werden.",0,"@USER Hass und Hetze gegen Weiße in SA ist Alltag. Wie gesagt, in den MSN wird man dazu nichts finden. Mein Tweet richtet sich gegen die #Doppelmoral der armen Minderheiten, die weltweit gerade zur Mehrheit werden."
Durch die #Eu sind manche europ. Länder so verkommem daß sie ihr Volk wegen Geschäften mit Asylanten verraten und verkaufen |LBR| #kapitalismus,1,Durch die #Eu sind manche europ. Länder so verkommem daß sie ihr Volk wegen Geschäften mit Asylanten verraten und verkaufen #kapitalismus
@IngoFunke Ja unsere Richter...wundern sich und schütteln den Kopf so wie wir alle.... und trotzdem geben Sie weiterhin nur Bewährung....😃😃,0,@USER Ja unsere Richter...wundern sich und schütteln den Kopf so wie wir alle.... und trotzdem geben Sie weiterhin nur Bewährung....😃😃
@SJW_MadBunny @beardedGuy80 Alles andere hätte uns auch schwer enttäuscht!!,0,@USER @USER Alles andere hätte uns auch schwer enttäuscht!!
@LovingAwarenes_ Es wird doch jetzt ein eigenes Dezernat in Düsseldorf geben?,0,@USER Es wird doch jetzt ein eigenes Dezernat in Düsseldorf geben?
"@Nadjam1980 @N24 Die wollen sich nicht integrieren lassen ,sondern nur unser Geld !!!!!!!",1,"@USER @USER Die wollen sich nicht integrieren lassen ,sondern nur unser Geld !!!!!!!"
@EmreCan88179995 @BILD_Sport @MiriamOzen Ist ja gut....die Nationalmannschaft war gemeint...mit lauter Türken |LBR| Und die können es einfach nicht...!,1,@USER @USER @USER Ist ja gut....die Nationalmannschaft war gemeint...mit lauter Türken Und die können es einfach nicht...!
@AlfredDraxler @BILD_Hoffenheim @BILD Mit besseren Kommentatoren Pinkeln gehen aber das Urinal nicht treffen,1,@USER @USER @USER Mit besseren Kommentatoren Pinkeln gehen aber das Urinal nicht treffen
@schweizerguy @krippmarie @SawsanChebli ...ihre Statements entsprechen ihrem Aussehen...häßlich..!!,1,@USER @USER @USER ...ihre Statements entsprechen ihrem Aussehen...häßlich..!!
"@Sbg1s @N24 Weil der LINKE SCHEIß das alles darf,hetzen,denunzieren,verleumden,kahanen,lügen,betrügen,Menschen attackieren und bald auch schießen.☠️😡☠️",1,"@USER @USER Weil der LINKE SCHEIß das alles darf,hetzen,denunzieren,verleumden,kahanen,lügen,betrügen,Menschen attackieren und bald auch schießen.☠️😡☠️"
@rubbersoul20 zum Beispiel Alice Schwarzer gerade aktuell in der WELT. Fand ich auch ein bisschen strange.,0,@USER zum Beispiel Alice Schwarzer gerade aktuell in der WELT. Fand ich auch ein bisschen strange.
"@shlomosapiens @NorgePrivacy ES IST NUR UND AUSSCHLIEßLICH DER ISLAM, ALSO A L L E UND J E D E R MOSLEM, DIE EIN PROBLEM MIT DEM REST DER MENSCHHEIT HABEN! IM ISLAM HABT  IHR BESCHEUERTEN GUTMENSCHEN DIE N A Z I S  DIE IHR SO VERZWEIFELT BEI  DEN DEUTSCHEN SUCHT! IHR SEID NUR ZU MINDERBEMITTELT DAS ZU SEHEN!",1,"@USER @USER ES IST NUR UND AUSSCHLIEßLICH DER ISLAM, ALSO A L L E UND J E D E R MOSLEM, DIE EIN PROBLEM MIT DEM REST DER MENSCHHEIT HABEN! IM ISLAM HABT IHR BESCHEUERTEN GUTMENSCHEN DIE N A Z I S DIE IHR SO VERZWEIFELT BEI DEN DEUTSCHEN SUCHT! IHR SEID NUR ZU MINDERBEMITTELT DAS ZU SEHEN!"
@MalteOppermann ich bin immer für mitgliederentscheidungen.,0,@USER ich bin immer für mitgliederentscheidungen.
@thkreher @PauleHasi13 Wir haben SIS /DAN über PC- was zeitlich aber auch nicht unbedingt effizienter ist.,0,@USER @USER Wir haben SIS /DAN über PC- was zeitlich aber auch nicht unbedingt effizienter ist.
Was wohl gerade Rainer macht,0,Was wohl gerade Rainer macht
Geht es um die Fremden ja dann sind sie auf zack doch Deutsche Volksgenossen die nennen sie pack.. Das gibt es nur in Deutschland,1,Geht es um die Fremden ja dann sind sie auf zack doch Deutsche Volksgenossen die nennen sie pack.. Das gibt es nur in Deutschland
"@krippmarie @jouwatch Noch besser, eine bekannte BRD Rüstungsfirma baut für Israel die Grenzmauern zu den Palestinensern, es ist die sicherste und unüberwindlichste Grenzmauer die je gebaut wurde, man sieht das es geht.",0,"@USER @USER Noch besser, eine bekannte BRD Rüstungsfirma baut für Israel die Grenzmauern zu den Palestinensern, es ist die sicherste und unüberwindlichste Grenzmauer die je gebaut wurde, man sieht das es geht."
"@AliceBota @ZOiS_Berlin @faznet @SchullerKonrad Veser in faz-net: Erstaunliche Einigkeit..... bestand in einer Frage zu den Gründen, warum die Ukraine die Krim verloren hat: ...... der Hauptgrund sei die langjährige Vernachlässigung der Halbinsel durch die ukrainische Regierung gewesen.",0,"@USER @USER @USER @USER Veser in faz-net: Erstaunliche Einigkeit..... bestand in einer Frage zu den Gründen, warum die Ukraine die Krim verloren hat: ...... der Hauptgrund sei die langjährige Vernachlässigung der Halbinsel durch die ukrainische Regierung gewesen."
@AthinaMala @Steffmann45 @SJW_MadBunny @machtjanix23 @troll_putin @petpanther0 @mastermikeg @Norbinator2403 @ennof_ @NancyPeggyMandy @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz @machtjanix Oh nö - immer noch?🤢🤮🤮🤮🤮,0,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Oh nö - immer noch?🤢🤮🤮🤮🤮
@TheSittingPanda @focusonline Muslime haben also nichts mit dem Koran und Scharia zu tun?,0,@USER @USER Muslime haben also nichts mit dem Koran und Scharia zu tun?
"@johannesdal Nicht Sport zu betreiben ist kein Sport. Also was erzählen sie da? Atheismus als Glaube zu bezeichnen ist ist lustig, mehr nicht.",0,"@USER Nicht Sport zu betreiben ist kein Sport. Also was erzählen sie da? Atheismus als Glaube zu bezeichnen ist ist lustig, mehr nicht."
@aMarienbad @krippmarie Irgendwann merkt es sogar der dümmste...deutsche....was er angerichtet hat...!,0,@USER @USER Irgendwann merkt es sogar der dümmste...deutsche....was er angerichtet hat...!
"@peteraltmaier @Besser_Deniz Für mich ist er ein deutschlandhasser. |LBR| Ich hoffe, er wird in der Türkei verurteilt. Und zwar lebenslänglich.",1,"@USER @USER Für mich ist er ein deutschlandhasser. Ich hoffe, er wird in der Türkei verurteilt. Und zwar lebenslänglich."
@AfD_Supporter @Grals_Hueter @mdrkultur So etwas machen nur Kinder von alt 68er. Höcke ist kein Freund von mir. Aber solche Leute haben wir früher zurück gefickt und abgetrieben. Es giebt keine Kollektiv Schuld.,1,@USER @USER @USER So etwas machen nur Kinder von alt 68er. Höcke ist kein Freund von mir. Aber solche Leute haben wir früher zurück gefickt und abgetrieben. Es giebt keine Kollektiv Schuld.
"@Amygdala712 @MadamePlissee Wenn du den Account unter die Lupe nimmst,  entsteht einz andere Interpretation",0,"@USER @USER Wenn du den Account unter die Lupe nimmst, entsteht einz andere Interpretation"
Estland ist schon eine Generation in Sachen Internet und Digitalisierung weiter als Deutschland. Deutschland schmeißt das Geld seiner Bürger lieber für sogenannte Flüchtlinge und Entwicklungshilfe zum Fenster raus.,0,Estland ist schon eine Generation in Sachen Internet und Digitalisierung weiter als Deutschland. Deutschland schmeißt das Geld seiner Bürger lieber für sogenannte Flüchtlinge und Entwicklungshilfe zum Fenster raus.
Wer für den Untergang Deutschlands ist braucht nur die Altparteien zu wählen.,0,Wer für den Untergang Deutschlands ist braucht nur die Altparteien zu wählen.
@Doodoofist Das mach dir was zu essen Kamerad,0,@USER Das mach dir was zu essen Kamerad
"@routeandswitch1 Über 87% der Deutschen Wähler die eine Altpartei wählten, sind für mich strohdumm!!!",1,"@USER Über 87% der Deutschen Wähler die eine Altpartei wählten, sind für mich strohdumm!!!"
Gerne würden wir zum #Türkei - #Referendum auch die Analysen von @Besser_Deniz u vielen anderen inhaftierten Journalisten lesen. #freedeniz,0,Gerne würden wir zum #Türkei - #Referendum auch die Analysen von @USER u vielen anderen inhaftierten Journalisten lesen. #freedeniz
Die Weltmeisterschaft beginnt langsam! Holland macht Stimmung!,0,Die Weltmeisterschaft beginnt langsam! Holland macht Stimmung!
@rsi99 Warum wollen Sie so konsequent im vorigen Jahrhundert bleiben?,0,@USER Warum wollen Sie so konsequent im vorigen Jahrhundert bleiben?
@HeikoMaas Dummes Gelaber. Was Sie für Steuerbetrug halten gilt nur |LBR| in Deutschland und in Ihrem Hirn.,1,@USER Dummes Gelaber. Was Sie für Steuerbetrug halten gilt nur in Deutschland und in Ihrem Hirn.
"@Ami66Stefan Waffensysteme der 80er waren gut. Leider wurden die, die gut waren ausgemustert oder verkauft. Die BW hatte auch mal den Auftrag der Landesverteidigung. Heute verdeidigen wir Mohnfelder in Afghanistan. Besser wäre Deutsche Grenzen zu schützen.",0,"@USER Waffensysteme der 80er waren gut. Leider wurden die, die gut waren ausgemustert oder verkauft. Die BW hatte auch mal den Auftrag der Landesverteidigung. Heute verdeidigen wir Mohnfelder in Afghanistan. Besser wäre Deutsche Grenzen zu schützen."
"@smegworx Die @fdp lehnt das #NetzDG weiter ab und könnte nur einer Regierung angehören, die es abschafft bzw. in seinem Charakter grundlegend ändert. CL",0,"@USER Die @USER lehnt das #NetzDG weiter ab und könnte nur einer Regierung angehören, die es abschafft bzw. in seinem Charakter grundlegend ändert. CL"
"@Beatrix_vStorch Habe das Vertrauen Indie Medien total verloren , informiere mich nur noch im Internet .Warum sonst hat man den Haushalten die Gebühr für den Staatsfunk auferlegt ? Wäre schon lange ausgetreten .Freie Wahl der Medien !!!!!!!!",1,"@USER Habe das Vertrauen Indie Medien total verloren , informiere mich nur noch im Internet .Warum sonst hat man den Haushalten die Gebühr für den Staatsfunk auferlegt ? Wäre schon lange ausgetreten .Freie Wahl der Medien !!!!!!!!"
@NoblesseFatigue @TobiasHuch Du würdest jemanden der unschuldige Menschen geköpft hat noch Blumen an den Grab bringen oder was?,0,@USER @USER Du würdest jemanden der unschuldige Menschen geköpft hat noch Blumen an den Grab bringen oder was?
Die Afrikaner können wir in Europa nicht brauchen. Sie müssen zurück |LBR| und in ihrer Heimat endlich anpacken. Unsere Sozialsysteme schließen.,1,Die Afrikaner können wir in Europa nicht brauchen. Sie müssen zurück und in ihrer Heimat endlich anpacken. Unsere Sozialsysteme schließen.
@haniawiatrek Da kann sich der Volker Beck von den Grünen dann ganz legal die Nase pudern. Und der Chem baut das Zeug im Park an.,1,@USER Da kann sich der Volker Beck von den Grünen dann ganz legal die Nase pudern. Und der Chem baut das Zeug im Park an.
"Heute Abend bin ich an der Uni Freiburg um 20:00 Uhr: |LBR| Podiumsdiskussion „Islamkritik – Islamphobie“ |LBR| Platz der Universität 3, Hörsaal 1098",0,"Heute Abend bin ich an der Uni Freiburg um 20:00 Uhr: Podiumsdiskussion „Islamkritik – Islamphobie“ Platz der Universität 3, Hörsaal 1098"
